Address;CategoryID;Category;City;Customer Company;Shippers Company;Customer;Country;EmployeeID;Fax;OrderDate;OrderID;Phone;PostalCode;ProductID;Product;ShipperID;StateProvince;SupplierID;Discount;Freight;Quantity;QuantityPerUnit;UnitCost;UnitPrice;UnitPrice (Products);UnitsInStock;UnitsOnOrder;Sales;Profit;City and Counry
P.O. Box 555;3;Кондитерские изделия;Ландер;Макарена;АвтоЛогистика;Paul Smith;США;1;(307) 555-6525;12.07.2004;10329;(307) 555-4680;82520;19;Печенье сахарное;3;WY;8;0.05;75.98;10;1;07.апр;08.май;09.фев;25;0;450540;310;Ландер, США
P.O. Box 555;5;Мясо/Птица;Ландер;Макарена;АвтоЛогистика;Paul Smith;США;1;(307) 555-6525;12.07.2004;10329;(307) 555-4680;82520;56;Свинина;3;WY;26;0.05;75.98;12;15;34.17;40.13;38;21;10;#ЗНАЧ!;#ЗНАЧ!;Ландер, США
P.O. Box 555;8;Приправы;Ландер;Макарена;АвтоЛогистика;Paul Smith;США;1;(307) 555-6525;12.07.2004;10329;(307) 555-4680;82520;30;Прованские травы;3;WY;13;0.05;75.98;8;1;22.71;24.61;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Ландер, США
Rua da Panificadora, 12;2;Овощи;Рио де Жанейро;Копакобана;ТрансАвтоГруз;Giovanni Santhos;Бразилия;2;(21) 555-4545;12.07.2004;10379;(21) 555-4252;02389-673;65;Чеснок;2;;2;0.1;62.83;20;40;авг.68;10;10.май;76;0;200;-500820;Рио де Жанейро, Бразилия
Rua da Panificadora, 12;2;Овощи;Рио де Жанейро;Копакобана;ТрансАвтоГруз;Giovanni Santhos;Бразилия;2;(21) 555-4545;12.07.2004;10379;(21) 555-4252;02389-673;63;Кабачок;2;;7;0.1;62.83;16;68;15.сен;20.35;19.сен;24;0;#ЗНАЧ!;#ЗНАЧ!;Рио де Жанейро, Бразилия
Rua da Panificadora, 12;8;Приправы;Рио де Жанейро;Копакобана;ТрансАвтоГруз;Giovanni Santhos;Бразилия;2;(21) 555-4545;12.07.2004;10379;(21) 555-4252;02389-673;41;Зира;2;;19;0.1;62.83;8;1;июл.28;сен.33;сен.65;85;0;98384;-277096;Рио де Жанейро, Бразилия
Carrera 52 con Ave. Bol?var #65-98 Llano Largo;7;Крупы;Баргусимето;Лос Ватос Локос;ТрансАвтоГруз;Tony Montana;Венесуэла;2;(9) 331-7256;19.07.2004;10381;(9) 331-6954;3508;74;Овсянная крупа;2;;4;0;45.81;14;30;24.39;30.59;30;4;20;#ЗНАЧ!;#ЗНАЧ!;Баргусимето, Венесуэла
35 King George;1;Фрукты;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;3;(171) 555-3373;20.07.2004;10382;(171) 555-0297;WX1 6LT;5;Яблоко;2;;2;0;72.13;32;100;апр.72;май.62;6;0;0;728544;-115936;Лондон, Англия
35 King George;3;Кондитерские изделия;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;3;(171) 555-3373;20.07.2004;10382;(171) 555-0297;WX1 6LT;33;Десер Фруктовый;2;;15;0;72.13;60;25;20.фев;27.49;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
35 King George;6;Морепродукты;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;3;(171) 555-3373;20.07.2004;10382;(171) 555-0297;WX1 6LT;29;Креветки;2;;12;0;72.13;14;1;100.74;129.38;123.79;0;0;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
35 King George;7;Крупы;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;3;(171) 555-3373;20.07.2004;10382;(171) 555-0297;WX1 6LT;74;Овсянная крупа;2;;4;0;72.13;50;30;24.39;27.21;30;4;20;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
35 King George;8;Приправы;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;3;(171) 555-3373;20.07.2004;10382;(171) 555-0297;WX1 6LT;18;Карри;2;;7;0;72.13;9;18;22.сен;26.78;25.май;42;0;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
Berguvsv?gen 8;3;Кондитерские изделия;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;2;0921-12 34 67;27.07.2004;10384;0921-12 34 65;S-958 22;20;Блинчики с начинкой;2;;8;0;66.07;28;1;64.49;86.51;81;40;0;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
Berguvsv?gen 8;3;Кондитерские изделия;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;2;0921-12 34 67;27.07.2004;10384;0921-12 34 65;S-958 22;60;Сладкий снек;2;;28;0;66.07;15;53;апр.44;май.32;5;19;0;177150;-65295;Лулеа, Швеция
Ave. 5 de Mayo Porlamar;2;Овощи;Иль де Маргарит;Эль Пирата;ТрансАвтоГруз;Andr?s Barbanegra;Венесуэла;2;(8) 34-93-93;03.08.2004;10405;(8) 34-56-12;4980;3;Помидор;2;;1;0;75.65;50;20;15.45;18.48;20;13;70;#ЗНАЧ!;#ЗНАЧ!;Иль де Маргарит, Венесуэла
Mehrheimerstr. 369;1;Фрукты;Кёльн;Кёльн;ТрансАвтоГруз;Herman Schlusse;Германия;8;0221-0765721;04.08.2004;10407;0221-0644327;50739;11;Киви;2;;5;0;55.48;30;25;21.янв;25.52;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Кёльн, Германия
Mehrheimerstr. 369;1;Фрукты;Кёльн;Кёльн;ТрансАвтоГруз;Herman Schlusse;Германия;8;0221-0765721;04.08.2004;10407;0221-0644327;50739;71;Персик;2;;15;0;55.48;15;10;26.49;32.33;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Кёльн, Германия
Mehrheimerstr. 369;3;Кондитерские изделия;Кёльн;Кёльн;ТрансАвтоГруз;Herman Schlusse;Германия;8;0221-0765721;04.08.2004;10407;0221-0644327;50739;69;Булка-улитка;2;;15;0;55.48;15;100;янв.65;02.ноя;2;26;0;678480;322335;Кёльн, Германия
1900 Oak St.;1;Фрукты;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;07.08.2004;10564;(604) 555-3392;V3F 2K1;31;Груша;3;BC;14;0.05;35.94;6;20;июл.53;07.июл;08.май;0;70;270684;153438;Ванкувер, Канада
23 Tsawassen Blvd.;3;Кондитерские изделия;Тсавссен;Минимаркет Кампани;АвтоЛогистика;James Hendersson;Канада;1;(604) 555-3745;07.08.2004;10410;(604) 555-4729;T2F 8M4;33;Десер Фруктовый;3;BC;15;0;25.49;49;25;20.фев;25.96;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Тсавссен, Канада
1900 Oak St.;3;Кондитерские изделия;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;07.08.2004;10564;(604) 555-3392;V3F 2K1;55;Десерт низкокалорийный;3;BC;25;0.05;35.94;25;20;33.18;35.45;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Ванкувер, Канада
23 Tsawassen Blvd.;3;Кондитерские изделия;Тсавссен;Минимаркет Кампани;АвтоЛогистика;James Hendersson;Канада;1;(604) 555-3745;07.08.2004;10410;(604) 555-4729;T2F 8M4;59;Чупа-Чупс;3;BC;28;0;25.49;16;105;июн.69;сен.32;08.май;79;0;190928;-214752;Тсавссен, Канада
1900 Oak St.;6;Морепродукты;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;07.08.2004;10564;(604) 555-3392;V3F 2K1;17;Кальмары;3;BC;7;0.05;35.94;16;36;19.35;25.14;25;0;0;#ЗНАЧ!;#ЗНАЧ!;Ванкувер, Канада
Rua Or?s, 92;3;Кондитерские изделия;Сан Паоло;Овощной базар;ТрансАвтоГруз;Romario do Sauza;Бразилия;3;;11.08.2004;10414;(11) 555-9857;05442-030;19;Печенье сахарное;2;;8;0.05;73.13;18;1;07.апр;08.авг;09.фев;25;0;812628;2214;Сан Паоло, Бразилия
Rua Or?s, 92;3;Кондитерские изделия;Сан Паоло;Овощной базар;ТрансАвтоГруз;Romario do Sauza;Бразилия;3;;11.08.2004;10414;(11) 555-9857;05442-030;33;Десер Фруктовый;2;;15;0;73.13;50;25;20.фев;25.81;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
8 Johnstown Road;3;Кондитерские изделия;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;12.08.2004;10415;2 967 542;125 80;33;Десер Фруктовый;2;;15;0;29.янв;20;25;20.фев;25.84;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;6;Морепродукты;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;12.08.2004;10415;2 967 542;125 80;17;Кальмары;2;;7;0;29.янв;2;36;19.35;22.67;25;0;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
Via Monte Bianco 34;3;Кондитерские изделия;Турин;Продуктовый бутик;ТрансСервис;Don Corleone;Италия;6;011-4988261;19.08.2004;10422;011-4988260;10100;26;Пирожное Восточное;1;;11;0;65.54;2;1;26.13;28.33;31.23;15;0;#ЗНАЧ!;#ЗНАЧ!;Турин, Италия
Magazinweg 7;2;Овощи;Франкфурт;ВАРП АГ;ТрансАвтоГруз;Klaus Deum;Германия;8;069-0245874;28.08.2004;10343;069-0245984;60528;76;Перец чили;2;;23;0;60.85;15;2;304.7;390.82;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Франкфурт, Германия
Berguvsv?gen 8;3;Кондитерские изделия;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;28.08.2004;10524;0921-12 34 65;S-958 22;54;Десерт медовый;2;;25;0;55.42;15;24;30.27;34.23;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
Magazinweg 7;3;Кондитерские изделия;Франкфурт;ВАРП АГ;ТрансАвтоГруз;Klaus Deum;Германия;8;069-0245874;28.08.2004;10343;069-0245984;60528;68;Сладкий батончик;2;;8;0.05;60.85;4;1;сен.67;ноя.55;12.май;6;10;81576;-17288;Франкфурт, Германия
Berguvsv?gen 8;4;Молочные продукты;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;28.08.2004;10524;0921-12 34 65;S-958 22;43;Молоко 1%;2;;20;0;55.42;60;1;окт.48;13;12;17;10;780;-1067640;Лулеа, Швеция
Magazinweg 7;5;Мясо/Птица;Франкфурт;ВАРП АГ;ТрансАвтоГруз;Klaus Deum;Германия;8;069-0245874;28.08.2004;10343;069-0245984;60528;64;Фарш говяжий;2;;12;0;60.85;50;1;29.25;33.95;33.25;22;80;#ЗНАЧ!;#ЗНАЧ!;Франкфурт, Германия
Berguvsv?gen 8;8;Приправы;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;28.08.2004;10524;0921-12 34 65;S-958 22;10;Кориандр;2;;4;0;55.42;2;20;06.фев;июл.49;7;31;0;36160;-53766;Лулеа, Швеция
Berguvsv?gen 8;8;Приправы;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;28.08.2004;10524;0921-12 34 65;S-958 22;30;Прованские травы;2;;13;0;55.42;10;1;22.71;27.25;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
184, chauss?e de Tournai;3;Кондитерские изделия;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;28.08.2004;10432;20.16.10.16;59000;26;Пирожное Восточное;1;;11;0;64.82;10;1;26.13;30.апр;31.23;15;0;450460;#ЗНАЧ!;Лилль, Франция
184, chauss?e de Tournai;3;Кондитерские изделия;Лилль;Эконом маркет;ТрансСервис;Jaques Wilneuve;Франция;6;20.16.10.17;28.08.2004;10432;20.16.10.16;59000;54;Десерт медовый;1;;25;0;64.82;40;24;30.27;34.12;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Лилль, Франция
24, place Kl?ber;3;Кондитерские изделия;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;02.09.2004;10559;88.60.15.31;67000;55;Десерт низкокалорийный;1;;25;0.05;34.85;18;20;33.18;38.96;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Страсбург, Франция
24, place Kl?ber;8;Приправы;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;02.09.2004;10559;88.60.15.31;67000;41;Зира;1;;19;0.05;34.85;12;1;июл.28;авг.72;сен.65;85;0;318144;-245076;Страсбург, Франция
24, place Kl?ber;3;Кондитерские изделия;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;15.09.2004;10449;88.60.15.31;67000;62;Шоколад Молочное Чудо;1;;29;0;51.48;35;30;25.39;29.84;29.мар;17;0;#ЗНАЧ!;#ЗНАЧ!;Страсбург, Франция
24, place Kl?ber;5;Мясо/Птица;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;15.09.2004;10449;88.60.15.31;67000;52;Говядина;1;;24;0;51.48;20;14;70.81;87.98;80;38;0;#ЗНАЧ!;#ЗНАЧ!;Страсбург, Франция
24, place Kl?ber;8;Приправы;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;4;88.60.15.32;15.09.2004;10449;88.60.15.31;67000;10;Кориандр;1;;4;0;51.48;14;20;06.фев;июн.99;7;31;0;508368;-121114;Страсбург, Франция
2732 Baker Blvd.;6;Морепродукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;27.09.2004;10431;(503) 555-7555;97403;17;Кальмары;3;OR;7;0.25;56.71;50;36;19.35;25.37;25;0;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;6;Морепродукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;27.09.2004;10431;(503) 555-7555;97403;47;Мидии мини;3;OR;22;0.25;56.71;30;14;22.дек;26.99;25.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;8;Приправы;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;27.09.2004;10431;(503) 555-7555;97403;40;Имбирь;3;OR;19;0.25;56.71;50;1;16.34;17.сен;18.апр;123;0;2259300;#ЗНАЧ!;Юджин, США
"12 Brewery""";1;Фрукты;Лондон;Алми;ТрансАвтоГруз;Ian Wright;Англия;2;(171) 555-9199;29.09.2004;10435;(171) 555-2282;WX1 6LT;2;Апельсин;2;;1;0;29.июн;10;10;16.17;20.май;19;17;40;450660;#ЗНАЧ!;Лондон, Англия
"12 Brewery""";2;Овощи;Лондон;Алми;ТрансАвтоГруз;Ian Wright;Англия;2;(171) 555-9199;29.09.2004;10435;(171) 555-2282;WX1 6LT;72;Перец болгарский;2;;14;0;29.июн;10;30;авг.96;12.июн;11.авг;14;0;450890;98110;Лондон, Англия
"12 Brewery""";5;Мясо/Птица;Лондон;Алми;ТрансАвтоГруз;Ian Wright;Англия;2;(171) 555-9199;29.09.2004;10435;(171) 555-2282;WX1 6LT;22;Курица;2;;9;0;29.июн;12;90;фев.65;мар.75;03.май;104;0;329448;44160;Лондон, Англия
Av. dos Lus?adas, 23;1;Фрукты;Сан Паоло;Магнолия;ТрансАвтоГруз;Edson Arantes do Nascimento;Бразилия;2;;01.10.2004;10466;(11) 555-7647;05432-043;11;Киви;2;;5;0;77.44;10;25;21.янв;25.73;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
Av. dos Lus?adas, 23;8;Приправы;Сан Паоло;Магнолия;ТрансАвтоГруз;Edson Arantes do Nascimento;Бразилия;2;;01.10.2004;10466;(11) 555-7647;05432-043;46;Укроп;2;;21;0;77.44;5;40;09.июл;ноя.85;12;95;0;156760;-68820;Сан Паоло, Бразилия
Via Ludovico il Moro 22;1;Фрукты;Бергамо;Караван;ТрансСервис;Luca Brassi;Италия;6;035-640231;01.10.2004;10467;035-640230;24100;24;Абрикос;1;;10;0;34.95;28;100;03.сен;04.июн;04.май;20;0;1262268;-2548;Бергамо, Италия
Via Ludovico il Moro 22;3;Кондитерские изделия;Бергамо;Караван;ТрансСервис;Luca Brassi;Италия;6;035-640231;01.10.2004;10467;035-640230;24100;25;Пирожное Медовик;1;;11;0;34.95;12;1;окт.85;13.46;14;76;0;#ЗНАЧ!;#ЗНАЧ!;Бергамо, Италия
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;05.10.2004;10441;(503) 555-7555;97403;27;Пирожное с черносливом;3;OR;11;0;72.69;50;1;36.06;44.25;43.9;49;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
8 Johnstown Road;1;Фрукты;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;05.10.2004;10440;2 967 542;125 80;2;Апельсин;2;;1;0.15;73.65;45;10;16.17;20.22;19;17;40;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
"Suite 3B""";1;Фрукты;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;3;(206) 555-4115;05.10.2004;10469;(206) 555-4112;98128;2;Апельсин;2;WA;1;0.15;61.04;40;10;16.17;17.56;19;17;40;#ЗНАЧ!;#ЗНАЧ!;Сиэттл, США
"Suite 3B""";2;Овощи;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;3;(206) 555-4115;05.10.2004;10469;(206) 555-4112;98128;44;Батат;2;WA;20;0.15;61.04;2;7;67.17;68.18;75.45;27;0;#ЗНАЧ!;#ЗНАЧ!;Сиэттл, США
8 Johnstown Road;3;Кондитерские изделия;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;05.10.2004;10440;2 967 542;125 80;16;Печенье сдобное;2;;7;0.15;73.65;49;24;июл.33;сен.24;сен.45;29;0;2231264;1631700;Корк, Ирландия
8 Johnstown Road;3;Кондитерские изделия;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;05.10.2004;10440;2 967 542;125 80;61;Шоколад Снежинка;2;;29;0.15;73.65;90;20;22.24;25.95;26.май;113;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
